ApplicationID,ApplicationNumber,ApplicantType,Participants,Institution,InstCity,InstState,InstPostalCode,InstCountry,CouncilDate,YearAwarded,ProjectTitle,FieldCode,FieldName,ProgramID,ProgramName,DivisionID,DivisionName,OfferedOutright,OfferedMatching,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,GrantPeriod,ProjectDesc,ToSupport,Gender,Race,Culture,Language,Religion,Country,U.S. Census Label
187398,HD-50178-07,O,"Karan Sheldon (Project Director, 04/04/2007 - present)",Northeast Historic Film,Blue Hill Falls,ME,4615,USA,7/7/2015,2007,Finding and Using Moving Images in Context,A7,East Asian History,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,850.00",$0.00,"$29,850.00",$0.00,"$29,850.00",$0.00,9/1/2007 Ð 9/30/2008,"Using selected moving images from Northeast Historic Film, this project will take a team approach to achieve open access with a metadata system incorporating emerging standards for discovery. We will emphasize contextualization, building tools to provide access to articles, scene-by-scene notes, both item-level and collection-level descriptive records, and we will integrate this information with new curriculum materials through easy-to-use interfaces. Partners are Primary Source and China Source, Maine Historical Society's Maine Memory Network, MIC, and the University of Maine's Windows on Maine. Three China scholars associated with Primary Source are committed to the project. We will digitize and put online unique footage of China,1928-1936, with rights to reuse, and we will ensure that researchers can easily find, identify, understand, and use the moving images. Teachers will participate in evaluation, informing decisions regarding follow-up initiatives.",To support: The development of tools and practices for describing and accessing digital film and video materials.,,,,,,,
187414,HD-50194-07,O,"Christian Spielvogel (Project Director, 04/04/2007 - present)",Hope College,Holland,MI,49423-3607,USA,7/7/2015,2007,"Living in the Valley of the Shadow: The Creation of a Web-Based, Role-Playing Simulation on the Civil War",A3,U.S. History,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,8/1/2007 Ð 7/31/2008,"I propose to develop open source software and content for a web-based role-playing simulation on the Civil War based on the award-winning digital archive ""The Valley of the Shadow."" The simulation will require that students, interacting anonymously online as characters in one of two groups or communities (Union or Confederacy), use an integrated set of collaborative software tools to chronologically engage and debate the war's most important issues, events, and ideas as featured in the Valley archive. ""Living in the Valley of the Shadow"" promises to be the first web-based simulation developed around the contents of a digital archive, and will promote deep inquiry into the Civil War and its primary documents precisely because it capitalizes on and transforms the interactive dimensions of open source collaborative software.",To support: Development of a web-based simulation based on the online Valley of the Shadow archive.,,,,,,,
187420,HD-50200-07,O,"Eric Gordon (Project Director, 04/04/2007 - present)",Emerson College,Boston,MA,02116-4624,USA,7/7/2015,2007,The Digital Lyceum: Emerging Frameworks for Participation in Live Humanities Events,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,9/1/2007 Ð 6/30/2009,"Scholarly presentations now extend beyond the lecture hall. Participants can contribute by their live presence, by joining chat sites or blogs, or by using ""avatars"" in interactive environments like Second Life. Digital technologies can enrich these events by fostering greater interaction among all participants, and preserving the exchanges for further research and discussion. From 10/2007 through 3/2009, this project aims to create a framework that will: (1) identify best practices for producing humanities forums that mix live and off-site participants (seating, displays, recording, bandwidth, etc.); (2) determine how best to foster and coordinate interaction among presenters, on-site audience, and off-site participants across various media platforms, and to record and store all their interactions; (3) outline the prototype for an open source database scheme and application that would archive and retrieve the variety of records generated from such ""mixed reality"" events.",To support: Research regarding best practices for producing discussion forums that would mix live and off-site participants.,,,,,,,
187423,HD-50203-07,O,"Colin Allen (Project Director, 04/04/2007 - present)","Indiana University, Bloomington",Bloomington,IN,47405,USA,7/7/2015,2007,InPhO: the Indiana Philosophy Ontology project,B1,"Philosophy, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,164.00",$0.00,"$29,164.00",$0.00,"$29,164.00",$0.00,9/1/2007 Ð 12/31/2008,"The Indiana Philosophy Ontology (InPhO) project aims to build and maintain a ""dynamic ontology"" for the discipline of Philosophy and to deploy this ontology in a variety of Digital Philosophy applications. Software that can extract meaningful content from ever-growing digital sources is verified and trained by expert feedback so as to build and manage a machine-readable representation of the relations among philosophical ideas and thinkers. Application testbeds include the Stanford Encyclopedia of Philosophy (SEP) and Noesis: Philosophical Research Online. The specific outcome of this startup proposal will be to integrate the InPhO system with editorial and authoring interfaces to the SEP. The dynamic ontology can provide numerous benefits for scholars, students and members of the general public, all of whom seek better tools for searching, navigating, and visualizing the relations among philosophical ideas, scholars, and their works.","To support: Development of software to automate searching, navigating, and representing the relations among philosophical ideas, scholars, and works.",,,,,,,
187427,HD-50207-07,O,"Lori Walters (Project Director, 04/04/2007 - present)","University of Central Florida, Orlando",Orlando,FL,32816-8005,USA,7/7/2015,2007,Come Back to the Fair,A3,U.S. History,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,989.00",$0.00,"$29,989.00",$0.00,"$29,989.00",$0.00,9/1/2007 Ð 8/31/2008,"Come Back to the Fair recreates the 1964-1965 New York World's Fair as a fully interactive 3-D environment. This 3-D environment serves as a navigational tool for mixed media Internet based archival holdings. Images, documents and video footage are accessed through the 3-D environment permitting researchers to place the materials within the special context of the actual Fair environment.",To support: The development of a recreation of the 1964-1965 World's Fair as a three-dimensional archive.,,,,,,,
187444,HD-50224-07,O,"Douglas Reside (Project Director, 04/04/2007 - present)","University of Maryland, College Park",College Park,MD,20742-5141,USA,7/7/2015,2007,Digital Tools,D1,"Literature, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,730.00",$0.00,"$29,730.00",$0.00,"$29,730.00",$0.00,9/1/2007 Ð 8/31/2008,"The Ajax XML Encoder (AXE), developed at the Maryland Institute for Technology in the Humanities (MITH), will revolutionize the production of electronic editions and digital archives. AXE is a web-based tool for ""tagging"" text, video, audio, and image files with XML metadata, a process that is now a necessary but onerous first step in the production of digital material. With an intutitive, web-based interface, AXE will make this process more efficient and accurate. It will also facilitate collaboration in the digital humanities by permitting multiple scholars to work on the same document or archive at the same time from various locations, and will track all work so that variant versions can be collated and all versions can be archived. The open source AXE will provide a free and better alternative for tagging all kinds of digital content in a web-based and multi-medial digital environment.","To support: Development of the Ajax XML Encoder (AXE), a web-based tool for tagging text, video, audio, and image files with XML metadata in a web-based environment.",,,,,,,
187448,HD-50228-07,O,"David Bodenhamer (Project Director, 04/04/2007 - present)","Indiana University, Indianapolis",Indianapolis,IN,46202-3288,USA,7/7/2015,2007,Conceptualizing Humanities GIS: An Expert Planning Workshop on Religion in the Atlantic World,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,9/1/2007 Ð 9/30/2008,"This proposal for an expert planning conference on Humanities GIS imagines a future for the humanities arising from the cultivation of interfaces between the humanities and social sciences. A research project and book will stem from the workshop. The audience for this project includes both specialists and non-specialists, including teachers who must help their students understand the local and global context of events.","To support: A 3-day invitational workshop for 10 experts in historical Geographical Information Systems, religion in the Atlantic world, and cultural mapping, which will result in a book on the workshop topic.",,,,,,,
187451,HD-50231-07,O,"Michael Kreyche (Project Director, 04/04/2007 - present)",Kent State University Main Campus,Kent,OH,44242-0001,USA,7/7/2015,2007,A Bilingual Digital List of Subject Headings,YC,Library Science,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,994.00",$0.00,"$29,994.00",$0.00,"$29,994.00",$0.00,9/1/2007 Ð 3/31/2009,"This proposal describes a prototype for a new kind of digital subject heading list to overcome some limitations of the traditional reference tools, printed thesauri, and catalog-based authority files. It will encompass multiple sources and focus on collaborative development and management of data using emerging web technologies. Specifically designed to be bilingual (English/Spanish), it may also have applications for monolingual vocabulary lists.",To support: Development of a collaborative framework for building a bilingual (Spanish-English) list of subject headings for access to libraries materials. The project would exploit Web technologies for data gathering and enable broad-based collaboration so that use of the database contributes added value.,,,,,,,
187456,HD-50236-07,O,"Matthew Cohen (Project Director, 04/04/2007 - present)",Duke University,Durham,NC,27708,USA,7/7/2015,2007,Interface Development for Static Multimedia Documents,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,857.05",$0.00,"$29,857.00",$0.00,"$29,857.00",$0.00,9/1/2007 Ð 12/31/2008,"We propose to create a set of software technologies and encoding practices that will allow for the encoding, displaying, and searching of static documents that mix print, manuscript, and visual images--documents such as printed texts or images bearing handwritten annotations. The technologies we plan to build include standards for encoding coordinates in XML transcriptions so that search engines can visually display results of user searches for manuscript words and phrases; software for linking XML editing programs to an image display to allow encoders to relate bitmap images to XML text; and model stylesheets capable of displaying transcriptions of annotated documents together with digital images of those documents. The goal will be to create a software suite that is simple enough to be used by transcribers with little familiarity with information encoding and portable enough to work in multiple computing environments for widely different kinds of archival projects.","To support: A project to create standards/practices and software for marking up and representing ""static multimedia documents,"" especially marginalia and annotations in printed texts.",,,,,,,
187463,HD-50243-07,O,"Brian Pytlik Zillig (Project Director, 04/04/2007 - present)","University of Nebraska, Lincoln",Lincoln,NE,68588,USA,7/7/2015,2007,Evince Visualization and Analysis Tool,G1,"Interdisciplinary Studies, General",247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,648.00",$0.00,"$29,648.00",$0.00,"$29,648.00",$0.00,1/1/2008 Ð 12/31/2008,"We are seeking start-up funds to develop Evince, a freely available open-source digital tool prototype for analyzing texts and textual data. The prototype will demonstrate the viability of dynamic rendering technologies for the graphical visualization of text analysis data in the humanities.",To support: Development of a proof-of-concept prototype of a visualization tool for the analysis of humanities texts online.,,,,,,,
187478,HD-50258-07,O,"Robert Freeman (Project Director, 04/04/2007 - present)","University of Texas, Austin",Austin,TX,78712,USA,7/7/2015,2007,uTunes: Music 1.01,M6,Music History and Criticism,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$29,988.00",$0.00,"$29,988.00",$0.00,"$29,988.00",$0.00,9/1/2007 Ð 9/30/2009,"uTunes: Music 1.01 is an initiative to develop an unprecedented multi-media approach to teaching Americans basic musical literacy, in the context of the new-media environment inhabited by today's ""Net Gen"" students. Program elements would be a mixture of ""expert testimony"" by leading academicians and scholars from both inside and outside of UT's College of Fine Arts, combined with classroom instruction, live in-studio and in-concert performances by leading resident ensembles, guest appearances by key musical celebrities, and graphic, text, audio and video interstitial elements. These programs will be designed for publication and distribution across a broad range of media platforms, aimed at the broader American public. At five to fifteen minutes in length, the program segments would be available as podcasts (both video and audio), on-demand ""streaming"" audio segments on traditional public-service media (e.g., public radio and television sites), as well emergent social media sites.",To support: Development of a series of audio and video podcasts and additional online elements on the history and aesthetics of music.,,,,,,,
187490,HD-50270-07,O,"Laura Northridge (Project Director, 04/05/2007 - present)","Old North Foundation of Boston, Inc.",Boston,MA,2113,USA,7/7/2015,2007,"Tories, Timid, or True Blue?",A3,U.S. History,247,Digital Humanities Start-Up Grants,12,Digital Humanities,$0.00,$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,9/1/2007 Ð 8/31/2008,"The Old North Foundation, in partnership with the Massachusetts Institute of Techology's HyperStudio Laboratory for Digital Humanities, proposes using the NEH-funded Berliner sehen project as a model from which to create an on-line and on-site educational program at the Old North, entitled ""Tories, Timid, or True Blue."" This innovative program will give the public access to our archival collection via carefully selected digitized documents embedded in interactive modules that teach students and visitors how historical information is gathered, organized, and interpreted. Rather than focusing on the historical narrative of the Old North with which students, educators, and visitors are already familiar, these modules will raise provocative questions about what history is, how and why we construct it the way we do, and how our understanding of it can change. Furthermore, the program will prepare students and visitors to approach more critically and reflectively other museums, historic sites, and even their everyday environments.","To support: An on-line and on-site program at Old North Church, using primary documents to portray the diversity within the congregation in 1775 and the choices people faced on the eve of the American Revolution.",,,,,,,
226651,MD-226651-15,O,"Neil Safier (Project Director, 06/11/2014 - present)",Brown University,Providence,RI,02912-0001,USA,11/14/2015,2015,Exploring the Four Elements: Toward a Digital Environmental History of the Americas,AF,History of Science,288,Digital Projects for the Public: Discovery Grants,2,Public Programs,$0.00,$0.00,"$29,755.00",$0.00,"$29,755.00",$0.00,"$29,755.00",$0.00,1/1/2015 Ð 12/31/2015,"Development of a series of online and on-site exhibits examining the ways that the ecological elements of earth, air, fire, and water were interpreted by the inhabitants of the early Americas.",To support:,,,,,,,
226668,MD-226668-15,O,"Seth Kotch (Project Director, 06/11/2014 - present)",University of North Carolina at Chapel Hill,Chapel Hill,NC,27599-1350,USA,11/14/2015,2015,Digital Civil Rights Radio,P4,"African American History, Journalism, Public History",288,Digital Projects for the Public: Discovery Grants,2,Public Programs,$0.00,$0.00,"$28,323.00",$0.00,"$28,323.00",$0.00,"$28,323.00",$0.00,1/1/2015 Ð 12/31/2015,"Development of a website that makes accessible and interprets digitized recordings of non-commercial, independent radio station broadcasts providing local accounts of the civil rights and black power movements.",To support:,,,,,,,
226669,MD-226669-15,O,"Ross Higgins (Project Director, 06/11/2014 - present)",Historic Hudson Valley,Pocantico Hills,NY,10591-5521,USA,11/14/2015,2015,Slavery in the North Website,GP,"African American History, African American Studies, Public History",288,Digital Projects for the Public: Discovery Grants,2,Public Programs,$0.00,$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,1/1/2015 Ð 12/31/2015,Development of a website that explores northern slavery through individual stories that illustrate how enslaved people endured and resisted the institution of slavery.,To support:,,,,,,,
226680,MD-226680-15,O,"Lisa Rosner (Project Director, 06/11/2014 - present)",Richard Stockton College of NJ,Galloway,NJ,08205-9441,USA,11/14/2015,2015,Pox in the City: A 3-D Strategy Game for the History of Medicine,A3,"History of Science, U.S. History, Urban History",288,Digital Projects for the Public: Discovery Grants,2,Public Programs,$0.00,$0.00,"$99,837.00",$0.00,"$99,837.00",$0.00,"$99,837.00",$0.00,1/1/2015 Ð 7/31/2016,"Development of a prototype of an interactive, web-based game on an early 19th-century smallpox outbreak in Philadelphia.",To support:,,,,,,,
226682,MD-226682-15,O,"Anne Balsamo (Project Director, 06/11/2014 - present)",New School,New York,NY,10011-8871,USA,11/14/2015,2015,The Creation of Digital Memorialization Applications for the AIDS Memorial Quilt,A3,"Cultural History, Media Studies, U.S. History",288,Digital Projects for the Public: Discovery Grants,2,Public Programs,"$30,000.00",$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,"$30,000.00",$0.00,1/1/2015 Ð 8/31/2015,Development of web-based Òpublic interactivesÓ to provide cultural and social history for the AIDS Memorial Quilt.,To support:,,,,,,,
226699,MD-226699-15,O,"Tracy Fullerton (Project Director, 06/11/2014 - present)",University of Southern California,Los Angeles,CA,90089-0012,USA,11/14/2015,2015,"Walden, a game",A3,"American Literature, U.S. History",288,Digital Projects for the Public: Discovery Grants,2,Public Programs,$0.00,$0.00,"$100,000.00",$0.00,"$100,000.00",$0.00,"$100,000.00",$0.00,1/1/2015 Ð 12/31/2015,The creation of a prototype for a first-person video game that allows players to engage with author Henry David ThoreauÕs first year at Walden Pond.,To support:,,,,,,,
228112,PW-228112-15,O,"Alan Degutis (Project Director, 07/16/2014 - present)",American Antiquarian Society,Worcester,MA,01609-1634,USA,3/15/2015,2015,"North American Imprints Program, 1639-1840: Creation of a Union Catalog",A3,U.S. History,253,Humanities Collections and Reference Resources,1,Preservation and Access,"$300,000.00",$0.00,"$300,000.00",$0.00,"$300,000.00",$0.00,"$300,000.00",$0.00,5/1/2015 Ð 12/31/2016,"This project seeks funding to continue work on the North American Imprints Program (NAIP). NAIP’s long-term goal is the creation of a machine-readable union catalog of books, pamphlets and broadsides printed in the United States before 1877. With funding requested here, NAIP staff will integrate 2,615 records received from the English Short-Title Catalogue (ESTC) and the Library Company of Philadelphia; will upgrade 4,097 acquisition-level records to rare-book level; will read several recently published bibliographies against the file, creating new records and adding information relevant to existing records; and will improve the consistency of uniform titles, subject headings and genre headings in the file. In accomplishing these goals we will make the pre-1841 NAIP file more complete, more accurate, and more useful to scholars.","To support: The production of 6,700 detailed catalog records for publications printed in North America from the colonial period up to 1840.",,,,,,,
228118,PW-228118-15,O,"Stephen Bonadies (Project Director, 07/16/2014 - present)",Virginia Museum of Fine Arts,Richmond,VA,23221,USA,3/15/2015,2015,Uncovering Fabergé: An Archival Digitization Planning and Pilot Project,M2,Art History and Criticism,253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$40,000.00",$0.00,"$40,000.00",$0.00,"$40,000.00",$0.00,5/1/2015 Ð 4/30/2016,"The Virginia Museum of Fine Arts (VMFA)seeks the support of the National Endowment for the Humanities Humanities Collections and Reference Resources Foundations program in the amount of $40,000 to develop a comprehensive plan to digitize and disseminate the archival materials related to some of our most significant holdings. The Foundations project will use the Lillian Thomas Pratt Collection of Faberge and Russian Decorative Arts objects for the pilot of its digital archive plan to test methods for a larger plan to digitize VMFA's archival collections. This initiative will provide a methodology for making VMFA's archival collections accessible to researchers and humanities scholars through the museum's website and other digital platforms.",To support: A planning project for digitizing the museum’s archives relating to its Fabergé and Russian decorative arts collection. The project would result in technical requirements and workflow for linking archival and object catalog records as part of a larger digital initiative at the museum; digitization and linking of approximately 500 archival documents with about 500 already imaged objects; and dissemination of the materials via the museum’s publicly accessible website.,,,,,,,
228123,PW-228123-15,O,"Timothy Lloyd (Project Director, 07/16/2014 - present)",American Folklore Society,Columbus,OH,43210,USA,3/15/2015,2015,"National Folklore Archives Initiative, Phase 2",GK,Folklore and Folklife,253,Humanities Collections and Reference Resources,1,Preservation and Access,"$250,000.00",$0.00,"$250,000.00",$0.00,"$250,000.00",$0.00,"$250,000.00",$0.00,5/1/2015 Ð 4/30/2017,"The American Folklore Society is requesting $271,762 to support the two-year second phase of the National Folklore Archives Initiative (NFAI), a consortial effort to provide open, online, integrated access to information about the archival collections held by folklore programs at academic institutions, community-based cultural and ethnic organizations, non-profit organizations, and state government-based arts and cultural agencies in the United States. The second phase of this initiative includes five interrelated activities: 1. Curate, develop, test, and distribute a scalable solution for larger-scale NFAI user training; 2. Continue work with existing archival partner sites to add content and value to our database; 3. Work with new archival partner sites to add additional content and value to our database and to build the NFAI community; 4. Implement additional organizational infrastructure for sustainability; and 5. Continue our partnership-building efforts.","To support: The second phase of the National Folklore Archives Initiative, which would expand access to archival collections documenting American folklife by increasing the number of institutions in the Folklore Collections portal. The project would enable online searching of the collections of 24 folklife archives around the country, as well as strengthen the capacity of collections staff at each institution to continue expanding the resources.",,,,,,,
228135,PW-228135-15,O,"James Voelkel (Project Director, 07/16/2014 - present)",Chemical Heritage Foundation,Philadelphia,PA,19106-2702,USA,3/15/2015,2015,"Foundation Proposal for a Chymical Encyclopedia, Database, and Repository (CEDR)",GC,"History and Philosophy of Science, Technology, and Medicine, History of Science",253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$39,457.00",$0.00,"$39,457.00",$0.00,"$39,457.00",$0.00,7/1/2015 Ð 6/30/2017,"The project proposes the creation of a reference resource on chemical processes and terminology pre-dating modern chemical notation that will inform historians, conservators and any other humanists interested in the material culture of the past. We envision a encyclopedia with definitive descriptions of substances and processes, a database of out-of-use chymical terms; and a repository of digitized original sources. We propose primarily an international planning workshop to coordinate a wide range of stakeholders, ranging from historians of technology and science, art historians and conservators, and archaeologists, to historically sensitive chemists and mineralogists. The workshop will establish editorial guidelines, methodology, and scope. We also propose prototyping elements of the encyclopedia, database, and repository, including the digitization of Macquer's 5-volume Dictionnaire de chymie (1789) and a medieval recipe book known as the ""Secreti naturali.""","To support: Planning for a reference resource, and development of a prototype, on the theory and practice of chemistry in the medieval through early modern eras, which would contain historical chemistry terminology, encyclopedia entries, digitized primary texts, and demonstrations.",,,,,,,
228138,PW-228138-15,O,"Paul Peucker (Project Director, 07/16/2014 - present)",The Moravian Archives,Bethlehem,PA,18018-2757,USA,3/15/2015,2015,Eastern West Indies Records Planning Project,AZ,"History, Other",253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$37,982.00",$0.00,"$37,982.00",$0.00,"$37,982.00",$0.00,5/1/2015 Ð 2/29/2016,"The Moravian Archives in Bethlehem, Pa. (MAB) request a HCRR Foundations grant of $37,982 to assess the records from the Eastern West Indies, held by the Moravian Archives. The goal of the project is 1) prioritization of the material according to its humanities values, resulting in written guidelines for prioritization of treatment and digitization 2) To conduct an item-by-item collection survey of prioritized material, including condition reports, treatment plans and cost estimates 3) To develop a plan for the digitization of the collection and a plan for the long-term digital preservation of the images.","To support: A planning project to enable the conservation and digitization of 120 linear feet of archival records documenting the work of Moravian missionaries in the eastern West Indies over the past two centuries, with an emphasis on the history of the region’s enslaved populations.",,,,,,,
228165,PW-228165-15,O,"Stephen Mielke (Project Director, 07/17/2014 - present)","The University of Texas at Austin, Harry Ransom Center",Austin,TX,78713-7219,USA,3/15/2015,2015,Preserving and Enhancing Access to Non-Commercial Sound Recordings at The Harry Ransom Center,G1,"Interdisciplinary Studies, General",253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$18,900.00",$0.00,"$18,900.00",$0.00,"$18,900.00",$0.00,9/1/2015 Ð 8/31/2016,"The Harry Ransom Center at The University of Texas at Austin requests funds to support a $35,132 one-year project to develop and complete a preservation survey of the Center’s archival sound recordings. This survey will establish, enhance, and document preservation digitization priorities, processes, and standards to ensure future access to a significant collection of primary research materials.","To support: A preservation risk assessment of 13,991 sound recordings from the Harry Ransom Center’s archives documenting 20th-century writers and performers such as John Beecher, Erle Stanley Gardner, Gloria Swanson, David Mamet, and Pulitzer Prize-winning poet Anne Sexton.",,,,,,,
228174,PW-228174-15,O,"Fred Heath (Project Director, 07/17/2014 - 04/06/2015); Lorraine Haricombe (Project Director, 04/06/2015 - present)",University of Texas at Austin,Austin,TX,78713-7216,,3/15/2015,2015,Texas Archival Resources Online (TARO) Consortium to the 21st Century Project,GZ,"Interdisciplinary Studies, Other",253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$35,204.00",$0.00,"$35,204.00",$0.00,"$35,204.00",$0.00,7/1/2015 Ð 5/31/2016,"The Texas Archival Resources Online (TARO) consortium based at The University of Texas at Austin, University of Texas Libraries, would like to apply for a Humanities Collections and Reference Resources Foundations Grant, for the purpose of collaborative planning, assessment and pilot activities. Our TARO Project seeks to enhance intellectual control and solidify our collaborative framework for complex reference. Specifically, our Project would create editorial plans for standardization of existing archival finding aids and updating of EAD best practices documentation, devise strategies for technological and programmatic sustainability, and produce a concrete plan for critical changes to our online reference resources.","To support: A planning project to update technical standards and intellectual control for the Texas Archival Resources Online (TARO), which contains over 7,200 finding aids describing collections held by cultural heritage institutions in Texas.",,,,,,,
228221,PW-228221-15,O,"Christopher Brick (Project Director, 07/17/2014 - present)",George Washington University,Washington,DC,20052-0001,USA,3/15/2015,2015,An Initiative to Digitize and Disseminate Significant Portions of Eleanor Roosevelt's Audiovisual Legacy,A3,U.S. History,253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$103,900.00",$0.00,"$103,900.00",$0.00,"$103,900.00",$0.00,5/1/2015 Ð 4/30/2016,An Initiative to Digitize and Disseminate Significant Portions of Eleanor Roosevelt's Audiovisual Legacy,To support: Preparation of an electronic edition of the 390 extant sound and moving image recordings made by Eleanor Roosevelt as a public affairs commentator and nationally syndicated broadcast journalist.,,,,,,,
228234,PW-228234-15,O,"Danielle Riou (Project Director, 07/17/2014 - present)",Bard College,Annandale-on-Hudson,NY,12504,USA,3/15/2015,2015,Milosevic Trial Public Archive,Q1,Law and Jurisprudence,253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$40,000.00",$0.00,"$40,000.00",$0.00,"$40,000.00",$0.00,6/1/2015 Ð 5/31/2016,"The Human Rights Project at Bard College, in partnership with the nonprofit Internet Archive, is seeking funds to support the planning of an innovative archive that would provide free and fully-searchable streaming and downloadable video of the trial of former Serbian President Slobodan Milosevic at the United Nations' war crimes court in The Hague. Milosevic was the first head of state ever to be tried for genocide, and the footage of his historic trial, which lasted from 2002 to 2006, includes more than 1,800 hours of testimony and procedure and represents a significant record of the decade of war that engulfed the former Yugoslavia in the 1990s. This archive will feature sophisticated search capabilities and will be of significant value to scholars, educators, researchers, specialists, interdisciplinary artists, and documentary makers as well as to the general public. Jurisprudence, history, and linguistics are a few of the humanities disciplines that this project addresses.","To support: Planning for a digital archive of 1,800 hours of streaming and downloadable video, expert reports, and complete transcripts of the trial of former Serbian President Slobodan Milosevic at the United Nations war crimes court in the Hague.",,,,,,,
228243,PW-228243-15,O,"Sharon Flescher (Project Director, 07/17/2014 - present)","International Foundation for Art Research, Inc.",New York,NY,10110-0902,USA,3/15/2015,2015,Enhancements to IFAR's Catalogues Raisonnés Database,M2,Art History and Criticism,253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$40,000.00",$0.00,"$40,000.00",$0.00,"$40,000.00",$0.00,5/1/2015 Ð 4/30/2016,"Catalogues raisonnés are essential art historical research tools. Recognizing this, IFAR launched a free interactive Catalogue Raisonné Database in December 2008. It is the only online resource devoted to catalogues raisonnés in all media. Now IFAR intends to enhance its usefulness to humanities researchers by taking advantage of online resources not available in 2008. We plan two enhancements: 1) links to bibliographic aggregators, such as WorldCat, Hathi Trust, Google Books, and others, enabling users to: a) view and search the text of a catalogue raisonné, where copyright permits, and b) locate the closest library housing the book, and 2) creating the first-ever, interactive artist ontology, which will add context and clarify complex connections between artists in our Database--and in so doing--transform the Database into a nexus of information on catalogues raisonnés. This request supports the planning phase of the project and will result in a ""mini-prototype"" and user survey.","To support: Planning for enhancements to an existing database for art historical research, and development of a pilot to test usability of the enhancements.Ê The current database, Catalogues Raisonnés, contains records to about 3,600 published volumes on approximately 2,300 artists, covering all artistic styles from antiquity to the present, and serves scholars and general users.Ê The proposed enhancements include linking to digital aggregators to view and search on published texts and locate libraries holding the work, and also adding an ontology of artists’ names and relationships that would deepen search capabilities across the database.",,,,,,,
228244,PW-228244-15,O,"Jenni Salamon (Project Director, 07/17/2014 - present)",Ohio Historical Society,Columbus,OH,43211-2497,USA,3/15/2015,2015,Little Stories of the Great War: Ohioans in World War I,A3,U.S. History,253,Humanities Collections and Reference Resources,1,Preservation and Access,$0.00,$0.00,"$24,053.00",$0.00,"$24,053.00",$0.00,"$24,053.00",$0.00,5/1/2015 Ð 4/30/2016,"The Ohio History Connection (OHC), formerly the Ohio Historical Society, seeks support in the amount of $24,053 for a Humanities Collections and Reference Resources Foundation grant entitled Little Stories of the Great War: Ohioans in World War I. The goal of the project is to develop a comprehensive plan to construct a statewide digital collection of World War I (WWI) materials in order to increase access to and use of WWI scholarly and primary resource materials. The final digital collection will also commemorate the upcoming centennial and Ohio’s role in the conflict.","To support: The development of a plan to construct a statewide digital collection of materials related to Ohio’s contribution to the Great War, which would include diaries, journals, photographs, correspondence, historical artifacts, and posters related to both the soldiers’ and home front experience.",,,,,,,
